store_id,sp_id,group,segment,apr_sph,may_sph,hours,apr_sales,may_sales,apr_quantity,may_quantity,apr_price,may_price,apr_rts,may_rts
1,C1_1,Control,,1132.9752238252534,1235.806015691787,140,158616.53133553546,173012.8421968502,99.73651200833062,102.90220171241089,200.8790024759128,194.47883165063564,0.012487582537401926,0.012022538510062505
1,C1_2,Control,,1757.8680387904974,1918.2475383195026,140,246101.52543066963,268554.65536473034,97.76262060264708,97.84932915491838,202.65557705088605,209.18701051573765,0.010280504577202332,0.011377622215272339
1,C1_3,Control,,1543.5579542310193,1680.87474088508,140,216098.1135923427,235322.4637239112,102.88638092555729,103.27513297869879,200.28228592896843,202.95747734442074,0.009121698681797045,0.008717941464161102
1,C1_4,Control,,1006.775990639994,1095.085800780742,140,140948.63868959917,153312.01210930388,100.4214607225797,97.12049268153892,201.04529152779838,198.67337654576542,0.012065256506355294,0.010916106473508061
1,C1_5,Control,,1285.0843292248608,1397.2640383442367,140,179911.8060914805,195616.96536819314,99.15754294461115,97.14229999734205,197.7640919855136,196.86191663053566,0.010844211739772047,0.01171808788393458
2,C2_1,Control,,1954.095365944567,2131.308255495897,140,273573.3512322394,298383.15576942556,101.20530864638106,104.10392363918756,216.77650833328602,226.2836159239675,0.011940652084777105,0.01194058215031598
2,C2_2,Control,,730.6606317974994,793.7085499793625,140,102292.48845164992,111119.19699711075,102.90403483073554,102.36415832752459,196.93783263110598,201.81706185700995,0.010209528357477932,0.011675426230571455
2,C2_3,Control,,1329.9906161585684,1462.6532246916179,140,186198.68626219957,204771.4514568265,98.66529756165751,97.58909908272274,198.7270061544387,200.82738885029195,0.00970196050845508,0.01061148188136199
2,C2_4,Control,,1838.4452824270818,1997.6570616577137,140,257382.33953979146,279671.9886320799,101.04246294554882,100.44052150355617,186.7944306158782,179.9161237352292,0.012195602308826093,0.011983496967651368
2,C2_5,Control,,1198.642284135891,1303.4270180722801,140,167809.91977902476,182479.7825301192,103.54593819648466,104.21423073243307,204.44994553112807,212.79728909588025,0.009556461956806355,0.009124115642912453
3,C3_1,Control,,1254.9985593288054,1368.5468041725828,140,175699.79830603275,191596.5525841616,97.42648818656427,95.89288115478276,196.15734749472983,201.6186398106221,0.009402700008764758,0.009443393639821078
3,C3_2,Control,,1430.2517141343544,1565.1241082818317,140,200235.2399788096,219117.37515945642,98.56111067757911,99.59736847946965,198.61464171309626,198.0719017468193,0.00903814362943777,0.00924567493506603
3,C3_3,Control,,1906.081292652708,2078.822237504987,140,266851.3809713791,291035.11325069814,98.46390769385083,96.52711712955478,196.2784094887453,193.72920611422376,0.008169258221894543,0.007304830982931805
3,C3_4,Control,,1266.9938058100263,1387.0206155865205,140,177379.13281340367,194182.88618211288,99.3429635809368,101.67418837503844,198.22519751678024,197.48496479441877,0.009924626136937733,0.010783886997731381
3,C3_5,Control,,1325.469816921602,1442.5046357190884,140,185565.77436902426,201950.64900067236,99.23967038326684,97.9087836185377,197.49737675105132,191.68698031823882,0.008794322561790085,0.008414280357748759
4,C4_1,Control,,1328.3590221298664,1450.8872598256728,140,185970.26309818128,203124.2163755942,100.26120873376934,103.6849701615836,198.70340336425122,196.5487625472369,0.010928125035592293,0.010522418578208053
4,C4_2,Control,,2120.4434296330583,2323.482255886332,140,296862.08014862816,325287.5158240865,98.01886681476576,98.78202629920106,198.65460482988522,202.66969437218017,0.008727313169877475,0.008203946120274044
4,C4_3,Control,,2114.700231507558,2303.657447419172,140,296058.0324110581,322512.0426386841,98.41429087727344,97.50622681043305,198.14758568572503,189.30876627103456,0.009869457101026134,0.010117795656138576
4,C4_4,Control,,1759.8805741790848,1923.4825552867703,140,246383.28038507188,269287.55774014787,100.26219882300039,102.86834483211508,198.07922611042306,196.70814121073408,0.013295792516411779,0.012621061202459994
4,C4_5,Control,,1574.5203245678786,1720.1896471610141,140,220432.845439503,240826.55060254197,99.96944157450265,98.0036726062465,205.46120450478455,206.2292713407061,0.011308854760814195,0.01146114615857356
5,C5_1,Control,,1679.8749775842944,1822.8402131179905,140,235182.49686180122,255197.62983651867,101.40777747335564,101.09687097327088,203.32569684195076,204.04282400008978,0.011016536195609848,0.01380046055448079
5,C5_2,Control,,1905.8840132606613,2077.7309355800858,140,266823.76185649255,290882.330981212,100.47832790488651,101.26140164161535,203.3558238353874,197.66042603674268,0.009342978539882266,0.009306690367579995
5,C5_3,Control,,1177.9142442947043,1292.1099515630488,140,164907.9942012586,180895.39321882682,101.20331112615676,101.74420230953041,195.25636783759558,189.54489035248267,0.01071813285425335,0.010301449403723774
5,C5_4,Control,,1811.4131182500525,1978.282576527472,140,253597.83655500735,276959.56071384606,97.37371377595224,94.13976762916106,205.20271640239628,210.84783028621058,0.01101183908333874,0.00936147114295991
5,C5_5,Control,,1082.500204490718,1176.2952675822996,140,151550.02862870053,164681.33746152194,98.89278523280367,97.834716937527,204.5768347891339,198.65347629657484,0.009358549724415063,0.009426092936948204
5,C5_6,Control,,1267.3389540793985,1387.471244866918,140,177427.4535711158,194245.97428136852,103.35637775680213,104.47607123159906,196.15159059914663,201.3941323522112,0.011089911201082742,0.009998001545602207
6,T6_1,Treatment,4.0,1775.3883215606195,1816.965927324041,140,248554.36501848671,254375.22982536576,96.98547847376712,94.22988413363404,193.09946165767386,174.24489582168184,0.012512032876393776,0.004021252227604043
6,T6_2,Treatment,1.0,1074.6525527527383,1322.5753635045048,140,150451.35738538337,185160.55089063066,99.36049936918317,113.45219028429717,204.3867359104989,209.43491384447935,0.010379608285352766,0.015999522004096982
6,T6_3,Treatment,2.0,1461.2361467639291,1657.1624326441893,140,204573.0605469501,232002.7405701865,101.73326506569323,103.24617281587035,189.48515999377068,192.35676461297868,0.00887947436789805,0.007155016009483657
6,T6_4,Treatment,1.0,1244.7302940626234,1532.3967580308754,140,174262.24116876727,214535.54612432254,100.41483079442061,112.72052103778053,199.39535273365715,194.48308177399772,0.00998291616534407,0.016582831391682956
6,T6_5,Treatment,2.0,1426.57095166135,1610.9329865686748,140,199719.93323258898,225530.61811961446,101.13753358915785,101.10167695548238,202.55759336842868,208.01712144538774,0.009828624284401007,0.006757371251623156
7,T7_1,Treatment,1.0,663.6800311823117,829.9860864515309,140,92915.20436552365,116198.05210321433,96.64963670748202,112.88275945516288,206.09851493153246,208.0537183619745,0.009993523180009206,0.01844508287322994
7,T7_2,Treatment,1.0,971.796831467575,1195.0240037308813,140,136051.5564054605,167303.36052232338,100.42654111192324,115.52771563514169,185.19889731399854,175.54358969758775,0.010524715198731108,0.018365284536019544
7,T7_3,Treatment,1.0,1293.2935924411538,1593.259111148383,140,181061.10294176152,223056.27556077362,100.72064595797842,114.92486346346244,197.46422896713693,193.90193643671324,0.010070907494449983,0.01758181488819431
7,T7_4,Treatment,4.0,1781.4954923481037,1825.1949129170648,140,249409.3689287345,255527.28780838908,99.63161230574504,97.1960148221271,201.2711218291942,192.74057750423248,0.009720149928774378,0.0013574924946542356
7,T7_5,Treatment,2.0,1451.1660579834643,1643.287048197218,140,203163.248117685,230060.1867476105,99.54462641092768,103.50357269113941,199.62867385425346,201.21075047910244,0.009091950590974878,0.006730063887131703
8,T8_1,Treatment,3.0,1504.1105375895725,1611.0430559316683,140,210575.47526254013,225546.02783043357,99.56979732455588,100.86916392554116,196.32569815778223,202.47048525755307,0.00929543344185856,-0.0005185434849969816
